#
# Full target list for orbit 23, sector 8
# Created Fri Mar  1 17:06:06 EST 2019 
# Concatenation of GI astero exo bright DDT ppas lists
#
# TICID	      Camera   CCD	Tmag	   RA		  Dec
191608374	2	2	10.04	135.7762	-36.1788
191672063	2	2	10.24	135.8488	-39.2871
191672086	2	2	13.62	135.8750	-39.2946
191678773	3	1	 7.20	135.9635	-41.5555
191746706	2	2	14.34	136.1349	-37.4000
191785996	3	1	 9.66	136.2894	-41.0746
191786045	3	1	 9.63	136.3966	-41.0593
191923245	2	2	13.79	136.4710	-37.6362
191926695	2	2	 8.60	136.5247	-38.8857
191929687	2	2	 8.20	136.4924	-39.7661
191951868	3	1	 9.13	136.6928	-41.6026
191952437	3	1	 8.56	136.6418	-41.4267
191954446	3	1	10.11	136.6904	-40.7766
191954580	3	1	 8.63	136.5913	-40.7288
192003908	2	2	 8.07	136.7604	-36.6303
192006072	2	2	 8.12	136.8302	-37.4782
192051670	3	1	 9.33	136.8501	-41.0850
192052239	3	1	 9.37	136.8785	-41.2659
192084771	2	2	11.36	136.8898	-36.1549
192087959	2	2	 7.63	137.0711	-37.1149
192165470	2	2	 7.23	137.1540	-38.7840
192167317	2	2	 9.29	137.1521	-39.4550
192168716	2	2	13.34	137.1331	-39.9717
192215451	2	2	10.53	137.3110	-39.9932
192217783	2	2	11.42	137.2769	-39.1369
192265635	2	2	12.29	137.4426	-39.9709
192300854	3	1	10.33	137.4197	-41.6009
192310075	2	2	 8.12	137.6076	-39.0862
192311642	2	2	14.85	137.6108	-38.5077
192332330	2	2	 8.13	137.6979	-37.9618
192405672	3	1	 8.02	137.7682	-41.2451
192409835	3	1	10.90	137.8048	-41.2160
192410567	3	1	10.52	137.7942	-40.8949
192475503	2	2	 6.14	137.9204	-39.2588
196315744	2	1	14.55	125.5952	-25.3503
196316313	2	1	 4.97	125.5463	-25.6318
196316892	2	1	13.45	125.5594	-25.9256
196317696	2	1	15.57	125.5414	-26.2915
196321593	2	1	13.50	125.6195	-28.0894
196322851	2	1	 6.21	125.5282	-28.6240
196325127	2	1	12.68	125.5093	-29.5661
196359183	2	1	 7.00	129.3796	-28.1790
196360079	2	1	14.16	129.4188	-27.7620
196360688	2	1	10.82	129.3954	-27.4781
196362315	2	1	13.53	129.3600	-26.6973
196363211	2	1	 5.28	129.4672	-26.2551
196418872	2	1	13.99	129.3439	-25.5508
196425579	2	1	12.41	129.5679	-26.1017
196425696	2	1	 9.19	129.5245	-26.1513
196427450	2	1	15.60	129.4938	-27.0649
196427785	2	1	14.94	129.5563	-27.2401
196428622	2	1	14.59	129.4972	-27.6505
196428624	2	1	 8.62	129.4933	-27.6515
196430065	2	1	13.92	129.5013	-28.3249
196461089	2	1	15.83	129.5586	-28.9674
196466162	2	1	 9.52	129.6411	-28.7248
196467203	2	1	13.91	129.6339	-28.2344
196469453	2	1	12.11	129.6463	-27.1810
196470919	2	1	14.03	129.7127	-26.4272
196472434	2	1	15.46	129.6688	-25.5774
196549523	2	1	13.49	129.7848	-29.4416
196549922	2	1	13.87	129.7915	-29.6015
196550970	2	1	15.10	129.9979	-29.8231
196551580	2	1	 4.26	129.9268	-29.5616
196556199	2	1	15.04	129.9225	-27.3502
196557789	2	1	12.81	129.8826	-26.5768
196603617	2	1	 9.28	130.0908	-26.8580
196604413	2	1	 8.04	130.1120	-27.2579
196605484	2	1	13.11	130.0875	-27.7971
196607575	2	1	14.41	130.0383	-28.8050
196609405	2	1	15.07	130.0968	-29.6326
196659762	2	1	13.74	130.2236	-29.7769
196660375	2	1	14.74	130.2146	-29.4989
196665453	2	1	14.42	130.2575	-26.9736
196665924	2	1	15.61	130.2624	-26.7201
196669997	2	4	11.70	130.1555	-24.4398
197886395	4	3	10.30	 57.2647	-59.2757
197889083	4	3	 9.22	 57.5770	-59.2687
197891574	4	3	 9.04	 57.8422	-59.2512
197891854	4	3	13.41	 58.1382	-59.3107
197905635	4	3	 9.53	 58.2594	-59.2835
197905813	4	3	 8.10	 58.4595	-59.7000
197932582	4	3	 9.90	 59.1414	-59.8686
197935423	4	3	10.10	 59.4842	-59.9005
198003939	4	3	11.69	 59.8047	-59.6679
198006712	4	3	12.65	 59.9898	-59.7982
198006880	4	3	 8.96	 60.1203	-59.3085
198035628	4	3	10.01	 61.2556	-59.0312
198036035	4	3	 8.34	 61.3853	-59.0218
198051324	4	3	 7.67	 62.9377	-59.1697
198074117	4	3	13.36	 63.4396	-58.5251
198076334	4	3	 8.18	 63.6505	-59.0896
198076363	4	3	10.57	 63.5693	-59.2213
198076565	4	3	 9.64	 63.9073	-59.8243
198076880	4	3	10.30	 63.7669	-58.4600
198079199	4	3	 3.33	 64.1204	-59.3031
198079612	4	3	17.60	 64.2395	-58.6846
198081977	4	3	10.73	 64.4840	-59.6076
203294740	2	2	14.96	140.0317	-29.8889
203295296	2	2	13.20	140.0558	-29.2423
203298936	2	3	10.85	139.9859	-24.6124
203299177	2	3	10.32	139.9822	-24.2716
203299869	2	3	 9.92	140.1981	-24.6279
203328097	2	3	 9.35	140.1737	-27.7384
218433959	2	4	13.30	123.8959	-21.0324
218434045	2	4	13.35	123.9621	-21.0393
218434140	2	4	 8.08	123.9143	-20.7141
218434528	2	4	 5.19	123.9972	-19.4083
218524525	2	4	 8.60	124.1071	-22.1627
218524856	2	4	11.87	124.0209	-21.0002
218530021	2	1	14.05	124.0428	-23.6131
218592609	2	4	 8.29	124.1334	-19.7120
218594288	2	4	 8.07	124.3769	-18.3407
218604603	2	4	12.11	124.1382	-20.6736
218709302	2	1	13.62	124.4509	-23.6536
218710779	2	4	 9.35	124.2643	-21.6162
218793348	2	4	15.83	124.4871	-18.9192
218797155	2	4	11.97	124.5675	-20.5200
218886638	2	4	12.01	124.5291	-22.2355
218887027	2	4	12.14	124.6158	-21.7265
218988817	2	4	13.46	124.8184	-21.4828
219144853	4	2	 9.92	 88.6148	-53.5128
219144928	4	2	 8.85	 88.5464	-53.7059
219145177	4	2	 8.75	 89.5201	-53.5324
219149521	4	2	 7.79	 89.6714	-52.7924
219149672	4	2	12.05	 89.5562	-53.2144
219150008	4	2	 7.84	 89.7246	-53.8013
219150325	4	2	10.78	 89.7844	-52.9811
219150432	4	2	12.30	 89.8770	-52.6425
219154261	4	2	11.15	 89.8894	-52.4172
219154765	4	2	12.83	 90.0044	-53.6050
219154792	4	2	 9.58	 89.9886	-53.6790
219164846	4	2	 8.47	 90.7205	-52.1776
219165313	4	2	 9.33	 90.6303	-53.2161
219165465	4	2	 6.29	 90.7010	-53.5827
219165846	4	2	10.15	 90.9381	-53.4532
219166457	4	2	13.47	 90.8552	-51.9965
219170436	4	2	 9.56	 91.1239	-51.9201
219170584	4	2	 8.99	 91.0290	-52.2252
219170865	4	2	 8.96	 91.0019	-52.7930
219170912	4	2	 7.82	 91.0499	-52.8936
219171290	4	2	 8.85	 90.9847	-53.7686
219171492	4	2	 9.82	 91.2600	-53.7110
219171711	4	2	 8.53	 91.2615	-53.2130
219171756	4	2	10.15	 91.2727	-53.0960
219171835	4	2	 9.61	 91.2774	-52.9055
219172137	4	2	 9.22	 91.2002	-52.2864
219176544	4	2	11.52	 91.3556	-52.9158
219176630	4	2	 8.14	 91.4206	-53.1329
219176929	4	2	 9.09	 91.3770	-53.8196
219177115	4	2	10.18	 91.5696	-53.6461
219178028	4	2	 9.00	 91.6918	-51.6279
219181788	4	2	 9.96	 91.8487	-51.6283
219182294	4	2	 8.82	 91.8725	-52.7273
219182422	4	2	13.53	 91.7142	-53.0239
219183080	4	2	 7.65	 92.0565	-53.2824
219194201	4	2	 7.46	 92.2023	-52.1352
219194367	4	2	10.18	 92.1272	-52.4653
219194399	4	2	 8.59	 92.2222	-52.5481
219194614	4	2	11.31	 92.1728	-53.0221
219194615	4	2	16.00	 92.1812	-53.0250
219194936	4	2	10.38	 92.1630	-53.8076
219195015	4	2	 8.43	 92.3744	-53.8894
219195044	4	2	11.50	 92.3926	-53.8229
219196118	4	2	 6.91	 92.3654	-51.3892
219200215	4	2	 8.05	 92.5076	-52.7993
219200236	4	2	11.33	 92.4448	-52.8463
219200476	4	2	11.33	 92.5101	-53.4016
219201178	4	2	10.78	 92.7234	-52.8963
219205475	4	2	 8.29	 92.9596	-51.5975
219206484	4	2	10.53	 92.8115	-53.7711
219207894	4	2	10.21	 93.0849	-51.2102
219211319	4	2	 8.31	 93.2218	-51.1642
219212899	4	2	10.59	 93.3978	-53.3924
219213742	4	2	 6.80	 93.4240	-51.6677
220389296	4	3	 9.26	 67.9829	-59.8750
220389297	4	3	 9.39	 67.9857	-59.8741
220389494	4	3	 9.41	 67.9355	-59.1832
220391805	4	3	 9.58	 68.1127	-57.9134
220391964	4	3	 8.23	 68.1409	-58.6552
220392141	4	3	11.84	 68.1028	-59.4046
220392381	4	3	13.77	 68.3471	-59.4682
220392563	4	3	11.16	 68.3823	-58.7662
220392644	4	3	 9.46	 68.3176	-58.4183
220394878	4	3	 9.50	 68.5347	-58.0387
220395010	4	3	 9.64	 68.6773	-58.5971
220395015	4	3	 8.70	 68.6809	-58.6098
220395106	4	3	10.64	 68.6260	-58.9201
220395316	4	3	 8.40	 68.5110	-59.8093
220395677	4	3	10.08	 68.7093	-58.4249
220398107	4	3	10.49	 69.0897	-58.7101
220398169	4	3	12.39	 68.9622	-58.8822
220398261	4	3	10.42	 68.9654	-59.2561
220398321	4	3	10.27	 69.0620	-59.4591
220398450	4	3	10.30	 69.3027	-59.8526
220398548	4	3	10.82	 69.2413	-59.5255
220398575	4	3	 9.95	 69.1301	-59.4289
220398699	4	3	11.09	 69.2530	-58.9494
220401171	4	3	 9.16	 69.4714	-58.4418
220401282	4	3	11.15	 69.4133	-58.8978
220401810	4	3	 7.02	 69.7255	-58.9805
220401858	4	3	 8.81	 69.6845	-58.8144
220402024	4	3	 5.65	 69.5312	-58.2036
220402076	4	3	 8.92	 69.7336	-57.9855
220404668	4	3	11.25	 69.7486	-59.5034
220404696	4	3	10.87	 69.8536	-59.5900
220404759	4	3	 9.22	 69.8616	-59.9051
220404995	4	3	12.60	 70.0104	-59.1570
220405105	4	3	12.75	 70.0612	-58.6842
220405171	4	3	11.29	 70.0981	-58.4288
220407530	4	3	14.05	 70.3466	-57.9258
220407807	4	3	14.04	 70.2289	-58.9163
220408144	4	3	11.42	 70.4934	-59.8206
220408233	4	3	11.05	 70.4425	-59.4868
220408525	4	3	11.66	 70.4868	-58.3852
220408612	4	3	 7.74	 70.4773	-58.0208
220411010	4	3	 9.14	 70.7360	-58.3235
220411074	4	3	10.56	 70.6263	-58.5572
220411221	4	3	 9.99	 70.7119	-59.0327
220411238	4	3	12.61	 70.6286	-59.1029
220411388	4	3	13.37	 70.6312	-59.7518
220411489	4	3	10.32	 70.7962	-59.7707
220411510	4	3	 9.15	 70.8833	-59.6861
220411786	4	3	 8.05	 70.8635	-58.7895
220411866	4	3	11.85	 70.8151	-58.4934
220414222	4	3	 8.80	 71.1329	-57.5768
220414387	4	3	10.80	 71.1458	-58.2255
220414672	4	3	 9.65	 71.0257	-59.2959
220414682	4	3	 8.66	 71.1124	-59.3214
220414767	4	3	10.83	 71.1332	-59.6184
220414802	4	3	 5.11	 71.0885	-59.7325
220414891	4	3	 8.68	 71.3615	-59.8129
220415275	4	3	11.55	 71.1968	-58.5997
220415474	4	3	11.20	 71.3189	-57.7818
220418097	4	3	11.61	 71.4567	-59.2149
220418403	4	3	10.43	 71.7731	-59.6316
220418532	4	3	 5.75	 71.7787	-59.1370
220418709	4	3	11.76	 71.6184	-58.5083
220419018	4	3	12.98	 71.6258	-57.3598
220421115	4	3	11.73	 71.8592	-58.1433
220421168	4	3	13.51	 71.8958	-58.2914
220421191	4	3	 7.89	 71.9532	-58.3611
220421985	4	3	 9.10	 72.0170	-58.7315
220421994	4	3	10.86	 72.0965	-58.6879
220421998	4	3	10.24	 72.1140	-58.6638
220422151	4	3	11.66	 72.0227	-58.1654
220422217	4	3	10.95	 72.0094	-57.8844
220422226	4	3	 9.53	 72.0956	-57.8726
220422429	4	3	10.11	 72.1966	-57.2185
220424363	4	3	 8.80	 72.3086	-57.2640
220424477	4	3	11.07	 72.4009	-57.5989
220424856	4	3	10.23	 72.4139	-59.0444
220425201	4	3	10.38	 72.4509	-59.6542
220425626	4	3	10.69	 72.5499	-58.1051
220425740	4	3	13.98	 72.4363	-57.6886
220428118	4	3	 8.44	 72.6424	-58.1489
220428286	4	3	11.20	 72.6433	-58.7646
220428348	4	3	 9.62	 72.7665	-59.0025
220428553	4	3	10.88	 72.6650	-59.7177
220428876	4	3	10.20	 73.0094	-59.0630
220428894	4	3	 8.15	 72.9119	-59.0108
220429097	4	3	13.38	 72.9039	-58.3181
220429118	4	3	10.50	 72.9170	-58.2705
220429292	4	3	11.86	 72.8569	-57.7018
220431435	4	3	 8.98	 73.2145	-57.4570
220431469	4	3	11.55	 73.2239	-57.5841
220432160	4	3	10.46	 73.3692	-59.9418
220432478	4	3	10.10	 73.2520	-58.9026
220432563	4	3	11.27	 73.4335	-58.6065
220432574	4	3	11.40	 73.3828	-58.5595
220432921	4	3	 7.42	 73.4017	-57.3322
220435354	4	3	11.03	 73.5029	-58.3956
220435980	4	3	 9.92	 73.7009	-59.2987
220436113	4	3	11.33	 73.8397	-58.8788
220436129	4	3	 8.01	 73.7246	-58.8374
220436223	4	3	 5.74	 73.7220	-58.5473
220436467	4	3	11.10	 73.7387	-57.6636
220436535	4	3	 8.90	 73.8309	-57.4263
220438947	4	3	 8.99	 74.0029	-58.4592
220453880	4	3	 8.75	 74.0825	-59.0921
220453894	4	3	 9.63	 74.1058	-59.0632
220453989	4	3	11.10	 74.2503	-58.7177
220454507	4	3	 9.52	 74.1161	-57.1720
220454583	4	3	 8.85	 74.1695	-56.9150
220456530	4	3	11.29	 74.2841	-57.0538
220456828	4	3	 6.39	 74.2812	-58.0691
220457024	4	3	10.93	 74.2804	-58.7328
220457102	4	3	10.13	 74.3433	-58.9671
220457103	4	3	 9.61	 74.3083	-58.9676
220457174	4	3	10.31	 74.4337	-59.2271
220457593	4	3	10.54	 74.6527	-59.2270
220457739	4	3	 9.20	 74.5664	-58.7087
220457904	4	3	 5.82	 74.5083	-58.2082
220457967	4	3	 7.46	 74.4919	-57.9675
220458134	4	3	 9.70	 74.6685	-57.4271
220458218	4	3	11.59	 74.5236	-57.1667
220460183	4	3	10.98	 74.7352	-57.0017
220460307	4	3	10.58	 74.8160	-57.4227
220460717	4	3	10.34	 74.7681	-58.6666
220460948	4	3	 9.60	 74.7933	-59.5090
220461599	4	3	 9.36	 74.9167	-58.2377
220461732	4	3	10.28	 74.9745	-57.7772
220471131	4	3	 8.04	 75.0571	-57.6077
220471204	4	3	11.31	 75.0954	-57.3645
220473131	4	3	 9.48	 75.2373	-56.6748
220473234	4	3	11.55	 75.1679	-56.9900
220473309	4	3	 8.32	 75.1967	-57.2567
220473692	4	3	12.34	 75.1043	-58.5021
220473814	4	3	11.74	 75.1845	-58.9845
220473997	4	3	12.05	 75.2437	-59.5747
220474209	4	3	10.28	 75.3852	-59.5125
220474754	4	3	11.58	 75.3441	-57.7402
220474943	4	3	 9.87	 75.3161	-57.1546
220476782	4	3	 8.42	 75.6046	-56.6604
220477003	4	3	11.29	 75.5724	-57.3535
220477393	4	3	12.06	 75.5462	-58.6171
220477510	4	3	11.20	 75.5330	-59.0001
220477676	4	3	 8.48	 75.6880	-59.5530
220477688	4	3	11.25	 75.7045	-59.5998
220478211	4	3	 9.27	 75.8289	-58.5178
220478230	4	3	 8.13	 75.8744	-58.4462
220478259	4	3	11.28	 75.7921	-58.3396
220478335	4	3	 9.68	 75.8576	-58.1032
220478453	4	3	11.01	 75.7988	-57.7783
220478522	4	3	 9.52	 75.8043	-57.5745
220478686	4	3	10.82	 75.8207	-57.0183
220478846	4	3	12.75	 75.8890	-56.5114
220480450	4	3	 9.87	 75.9499	-56.6046
220481179	4	3	13.67	 75.9641	-58.8348
220481181	4	3	 9.98	 75.9758	-58.8435
220481232	4	3	10.88	 75.9575	-59.0041
220481259	4	3	 9.91	 76.1014	-59.1007
220481295	4	3	 9.96	 76.0476	-59.2244
229838097	2	3	 8.54	137.7524	-19.4831
229838691	2	3	12.14	137.7789	-20.3820
229843661	2	3	 9.68	137.8574	-21.0085
229845731	2	3	 8.44	137.8016	-17.9508
229846088	2	3	 9.35	137.9349	-18.5005
229846907	2	3	 5.01	137.9944	-19.7474
229848444	2	3	13.28	138.0098	-21.7711
229849022	2	3	 9.93	138.0083	-22.5425
229849701	2	3	 8.63	138.0197	-23.3996
229850485	2	3	12.22	138.1073	-23.4975
229850748	2	3	10.22	138.0380	-23.1823
229852671	2	3	13.77	138.1172	-20.6657
229853396	2	3	11.89	138.1173	-19.5848
229855665	2	3	 9.22	138.1731	-19.5720
229856791	2	3	12.13	138.1907	-21.2354
229858508	2	3	12.64	138.2851	-23.4532
229858685	2	3	 9.31	138.1989	-23.6879
229859076	2	3	10.37	138.2940	-23.7026
229859330	2	3	11.64	138.3233	-23.3712
229859965	2	3	10.34	138.3678	-22.5529
229861467	2	3	10.30	138.3515	-20.3889
229862219	2	3	10.49	138.2929	-19.2361
229862552	2	3	14.95	138.4054	-18.7009
229862666	2	3	 8.99	138.3997	-18.5264
229862891	2	3	 8.74	138.3392	-18.1890
229864337	2	3	 8.68	138.4554	-19.9799
229864517	2	3	 7.83	138.4467	-20.2290
229864787	2	3	 9.37	138.5322	-20.6028
229865212	2	3	10.51	138.5329	-21.2361
229866786	2	3	10.22	138.4485	-23.3077
229867112	2	3	12.53	138.5163	-23.7061
231071856	4	4	 9.63	 67.5553	-71.7172
231072082	4	4	12.01	 67.5317	-71.2699
231073416	4	3	10.05	 67.5388	-68.9919
231073505	4	3	10.46	 67.4972	-68.8592
231073821	4	3	10.66	 67.3770	-68.2504
231074032	4	3	 7.04	 67.5497	-67.8753
231074610	4	3	 9.46	 67.4184	-66.7346
231074635	4	3	11.30	 67.4110	-66.6929
231074771	4	3	10.85	 67.4140	-66.4274
231074806	4	3	10.49	 67.5914	-66.3426
231075166	4	3	11.37	 67.7256	-66.3829
231075517	4	3	10.21	 67.8836	-67.1410
231075681	4	3	 9.24	 67.7036	-67.4236
231076815	4	3	 8.79	 67.6757	-69.4207
231077890	4	4	 8.28	 67.8313	-71.2332
231077932	4	4	12.10	 67.6992	-71.3161
231078132	4	4	 9.56	 67.6432	-71.6906
231079905	4	3	 9.21	 68.1635	-69.3675
231080535	4	3	11.39	 68.1581	-68.3745
231081110	4	3	11.86	 67.9490	-67.4146
231081344	4	3	11.89	 68.1149	-66.9562
231081517	4	3	11.03	 67.9954	-66.6422
231081634	4	3	 9.89	 68.0753	-66.3838
231082842	4	3	10.34	 68.4190	-67.8317
231083835	4	3	10.25	 68.4115	-69.2284
231085102	4	4	 8.62	 68.2432	-70.8970
231088021	4	3	 8.75	 68.7216	-69.0830
231089264	4	3	11.12	 68.6596	-67.4239
231089348	4	3	 9.05	 68.6029	-67.2925
231089744	4	3	11.89	 68.6741	-66.5602
231089952	4	3	 8.22	 68.6066	-66.1934
231090149	4	3	11.29	 69.1078	-66.0795
231090784	4	3	11.88	 68.9392	-67.1147
231091439	4	3	11.32	 68.8876	-68.1034
231091557	4	3	 9.04	 68.9469	-68.2375
231091948	4	3	11.13	 69.0573	-68.6941
231094355	4	4	10.74	 68.8536	-71.4850
231094769	4	4	 9.15	 69.3696	-71.7556
231095606	4	4	12.24	 69.3362	-70.6952
231096895	4	3	11.36	 69.3294	-69.3571
231097055	4	3	10.55	 69.3868	-69.1873
231097153	4	3	11.14	 69.1190	-69.0777
231097186	4	3	10.96	 69.1528	-69.0445
231098372	4	3	 9.66	 69.3789	-67.7072
231098685	4	3	 8.12	 69.1680	-67.2333
231098788	4	3	11.61	 69.3602	-67.0793
231099155	4	3	 8.56	 69.4024	-66.4656
231099372	4	3	10.41	 69.3013	-66.1250
231099378	4	3	 8.82	 69.4140	-66.1198
231120886	4	3	 9.92	 69.5122	-67.1209
231121076	4	3	13.96	 69.5381	-67.3448
231122278	4	3	 8.07	 69.5552	-68.8116
231124605	4	4	 9.33	 69.4877	-71.0808
231501000	2	1	14.46	127.2622	-27.4387
231506360	2	1	10.06	127.3183	-24.7597
231506361	2	1	10.96	127.3194	-24.7593
231506684	2	1	11.84	127.2256	-24.5950
231509596	2	1	14.69	127.4421	-24.8275
231512715	2	1	14.19	127.4634	-26.4210
231519865	2	1	 8.36	127.4539	-29.6877
231521675	2	1	13.82	127.5052	-29.4194
231521717	2	1	15.22	127.4867	-29.4041
231523268	2	1	11.65	127.5342	-28.7206
231530822	2	1	 8.08	127.5138	-24.8856
231555691	2	1	15.08	127.6363	-25.3479
231559204	2	1	12.16	127.6637	-27.1183
231562073	2	1	13.49	127.7364	-28.4756
231584964	2	1	14.42	127.8764	-29.6511
231587506	2	1	14.99	127.7509	-28.5035
231588739	2	1	14.51	127.7983	-27.9252
231593228	2	1	14.81	127.7590	-25.5325
231600875	2	1	 8.01	127.9842	-26.7037
231601050	2	1	15.14	127.8860	-26.7936
231603318	2	1	13.26	127.9657	-27.9011
231603375	2	1	 8.75	127.9429	-27.9269
231604117	2	1	14.22	127.9295	-28.2671
231604995	2	1	13.59	127.8909	-28.7012
231605899	2	1	13.44	128.0028	-29.1197
231607080	2	1	13.69	127.9715	-29.6380
231609048	2	1	13.57	128.1016	-29.3893
231609960	2	1	 8.53	128.1405	-28.9796
231611523	2	1	14.33	128.1086	-28.2752
231612733	2	1	13.30	128.0832	-27.6922
231613873	2	1	12.49	128.1477	-27.1212
231614367	2	1	11.99	128.0659	-26.8733
231614806	2	1	14.14	128.0706	-26.6405
231617723	2	1	14.22	128.0577	-25.0630
231738305	4	4	11.44	 67.2775	-72.5402
231738664	4	4	13.66	 67.3772	-73.2458
231739077	4	4	10.93	 67.0502	-74.0475
231739221	4	4	 9.25	 67.1782	-74.3254
231739364	4	4	11.04	 67.0719	-74.6092
231739392	4	4	11.16	 67.1022	-74.6890
231739493	4	4	14.48	 67.3018	-74.9209
231739511	4	4	11.72	 67.0230	-74.9747
231739745	4	4	 8.17	 67.3407	-75.6256
231740238	4	4	10.06	 67.0699	-77.3309
231740940	4	3	 9.82	 78.3316	-66.2186
231741055	4	3	11.34	 78.1631	-66.2871
231741096	4	3	10.89	 78.0887	-66.3080
231742691	4	3	 8.40	 78.0749	-67.0948
231742782	4	3	11.24	 78.0833	-67.1323
231742789	4	3	10.68	 78.0959	-67.1335
231743104	4	3	10.09	 78.1844	-67.2660
231744384	4	3	 9.63	 78.2222	-67.7433
231744905	4	3	10.31	 78.3230	-67.9287
231744961	4	3	 8.00	 78.0996	-67.9478
231746897	4	3	 9.84	 78.1925	-68.4372
231796489	4	4	10.97	 78.2881	-69.8724
231796533	4	4	10.27	 78.1439	-69.8791
231799463	4	4	18.43	 78.2555	-70.4616
231801171	4	4	10.69	 78.1269	-70.9448
231801661	4	4	12.11	 78.2531	-71.1301
231801885	4	4	10.23	 78.3203	-71.2222
231802260	4	4	11.20	 78.0972	-71.4049
231820266	4	2	10.81	 86.2930	-53.8625
231820303	4	2	10.91	 86.2809	-53.7438
237922090	4	3	 9.74	 57.1525	-60.3741
237922333	4	3	 8.59	 57.3141	-60.2883
237922485	4	3	10.60	 57.2355	-60.8666
237923825	4	3	10.06	 57.5922	-65.9232
237923988	4	3	 9.64	 57.5732	-65.2856
237924047	4	3	 8.53	 57.5484	-65.0814
237924298	4	3	 8.84	 57.6360	-64.0677
237924545	4	3	 9.29	 57.5728	-63.2271
237924789	4	3	10.01	 57.5540	-62.4143
237925364	4	3	 5.53	 57.6248	-60.4276
237925426	4	3	12.97	 57.4517	-60.2175
237925883	4	3	 9.82	 57.7727	-61.2487
237926752	4	3	11.47	 57.7901	-64.4512
237926943	4	3	 8.58	 57.8125	-65.2918
237927133	4	3	 8.98	 58.1212	-65.9255
237927164	4	3	10.98	 57.9957	-65.8156
237927462	4	3	 9.96	 58.0116	-64.7946
237927500	4	3	10.45	 58.0975	-64.6729
237928291	4	3	10.43	 58.0950	-61.6687
237928609	4	3	13.92	 57.9823	-60.5919
237928695	4	3	 7.38	 57.9284	-60.3602
237928815	4	3	10.18	 57.9999	-59.8824
237929527	4	3	 9.82	 58.2737	-62.6402
237929617	4	3	14.10	 58.4075	-62.9423
237930092	4	3	 9.53	 58.3689	-64.7451
237930237	4	3	11.70	 58.3625	-65.2492
237930351	4	3	11.88	 58.3396	-65.6689
237930491	4	3	 9.63	 58.4619	-65.6819
237930662	4	3	11.28	 58.4462	-65.1204
237931174	4	3	 8.67	 58.5053	-63.1864
237931397	4	3	13.74	 58.6081	-62.3506
237932348	4	3	 7.16	 58.8482	-60.9071
237932671	4	3	 9.90	 58.8232	-62.1794
237932905	4	3	11.58	 58.6872	-62.9662
237933356	4	3	11.78	 58.7790	-64.9536
237933451	4	3	 7.97	 58.8262	-65.2843
237933486	4	3	14.32	 58.8873	-65.4225
237933846	4	3	 7.25	 58.9578	-65.1863
237933883	4	3	11.24	 58.9616	-65.0735
237934011	4	3	 9.86	 58.9667	-64.6405
237934055	4	3	13.72	 59.0845	-64.4967
237934406	4	3	 5.03	 59.0175	-63.4635
237934543	4	3	 9.72	 59.0679	-62.9543
237934953	4	3	 9.14	 58.9092	-61.5534
237935105	4	3	 9.87	 59.1298	-60.9567
237935160	4	3	 8.25	 58.9215	-60.7836
237935905	4	3	13.17	 59.3042	-61.6877
237936194	4	3	 9.87	 59.2173	-62.6571
237936995	4	3	 9.97	 59.2421	-65.3601
237937112	4	3	 8.29	 59.1927	-65.8032
237937361	4	3	11.34	 59.6166	-65.1808
237937421	4	3	10.99	 59.5855	-64.9858
237937459	4	3	 9.41	 59.5472	-64.8444
237937510	4	3	 9.29	 59.3807	-64.6213
237937517	4	3	11.90	 59.5471	-64.6093
237937588	4	3	10.48	 59.4522	-64.3998
237937700	4	3	 8.32	 59.4378	-64.0216
237937778	4	3	12.50	 59.4842	-63.8142
237938931	4	3	 9.95	 59.7878	-59.9721
237939318	4	3	 9.00	 59.7927	-61.1691
237939392	4	3	 3.46	 59.6866	-61.4003
237940278	4	3	13.88	 59.7237	-64.1645
237940407	4	3	12.44	 59.8545	-64.6100
237940785	4	3	 5.41	 59.7179	-65.8815
237941249	3	3	10.43	101.1377	-53.2503
237942787	3	3	 5.97	101.2064	-50.9582
237943253	3	3	 9.60	101.3063	-50.2824
237944385	3	3	 8.65	101.2274	-48.7075
237945969	3	3	 9.95	101.3704	-49.2308
237946947	3	3	10.61	101.3668	-50.4821
237947117	3	3	 9.41	101.3861	-50.7405
237947656	3	3	 9.61	101.4061	-51.5134
237947691	3	3	 8.46	101.3143	-51.5700
237947699	3	3	10.24	101.4218	-51.5791
237948063	3	3	11.70	101.3686	-52.1163
237948122	3	3	 5.70	101.3587	-52.2009
237948257	3	3	 4.55	101.4738	-52.4096
237948308	3	3	 8.44	101.3709	-52.4916
237949289	3	3	 9.94	101.5163	-53.8841
237949300	3	3	10.95	101.5398	-53.8642
237949640	3	3	 8.11	101.5944	-53.3422
237950463	3	3	12.71	101.5417	-52.1268
237951156	3	3	 8.01	101.6003	-51.1997
237951566	3	3	12.57	101.5169	-50.6570
237952655	3	3	11.02	101.6600	-49.1731
237952979	3	3	10.46	101.6403	-48.7583
237953028	3	3	 9.38	101.6394	-48.6847
237954019	3	3	 9.87	101.7236	-48.4055
237954124	3	3	 8.27	101.7656	-48.5325
237954463	3	3	 9.36	101.7094	-48.9443
237954794	3	3	10.73	101.8399	-49.3620
237955412	3	3	12.98	101.7249	-50.2166
237955524	3	3	 8.04	101.7522	-50.3814
237956133	3	3	 4.18	101.7193	-51.2661
237957268	3	3	10.00	101.7580	-52.8187
